Id,date,company_code,company,yesterday_price,open,last,close,low,high,qty_traded,num_trades,value,next_day_ret
3809,2018-03-07,666001,SOTRAPIL,12.71,12.9,12.71,12.71,12.71,12.95,540,9,6973.4,141.74354789914022
3810,2018-03-07,658001,SOTUMAG,2.06,2.01,2.07,2.07,2.01,2.07,3194,9,6555.16,-56.05422250492986
3811,2018-03-07,656001,SOTUVER,5.44,5.4,5.6,5.6,5.4,5.6,10929,31,60356.26,152.96924195331795
3812,2018-03-07,606001,STAR,79.6,79.56,79.58,79.58,79.56,80.0,920,18,73245.4,-10.258238030885769
3813,2018-03-07,260095,STB,3.69,3.69,3.78,3.78,3.69,3.8,95512,69,353572.95,256.8052207892957
3814,2018-03-07,744001,TELNET HOLDING,8.19,8.2,8.3,8.3,8.18,8.38,14917,68,123161.19,-19.793236532055225
3815,2018-03-07,727001,TPR,3.9,3.92,3.9,3.9,3.87,3.92,24902,48,96976.62,-7.745043760969406
3816,2018-03-07,738001,TUNIS RE,8.3,8.3,8.3,8.3,8.3,8.3,1069,10,8872.7,-7.745043760969406
3817,2018-03-07,120040,TUNISAIR,0.45,0.46,0.45,0.45,0.45,0.46,320,4,144.03,-7.745043760969406
3818,2018-03-07,769001,UADH,2.26,2.2,2.27,2.27,2.2,2.27,1565,9,3452.92,-7.745043760969406
3819,2018-03-07,390010,UIB,26.38,26.4,26.41,26.41,26.3,26.5,20332,74,537745.51,-49.39593357543348
3820,2018-03-07,772001,UNIMED,10.05,10.03,10.04,10.04,9.9,10.05,27401,66,272781.23,-47.58568121116746
3821,2018-03-07,720001,WIFACK INT BANK,6.84,6.83,6.84,6.84,6.65,6.84,896,6,6021.91,-66.22457592471265
3822,2018-03-07,230035,AIR LIQUDE TSIE,80.0,81.5,81.5,81.5,81.5,81.5,1,1,81.5,-7.745043760969406
3823,2018-03-07,380070,ALKIMIA,38.87,0.0,0.0,37.13,0.0,0.0,0,0,,-457.51611836371666
3824,2018-03-07,300045,ASTREE,33.6,0.0,0.0,33.6,0.0,0.0,0,0,,-7.745043760969406
3825,2018-03-07,758001,BEST LEASE,1.8,1.76,1.77,1.77,1.76,1.78,17025,8,30059.25,-7.745043760969406
3826,2018-03-07,130055,BTE (ADP),17.37,16.82,16.82,16.82,16.82,16.82,1198,6,20150.36,4.145562659958468
3827,2018-03-07,735001,CIMENTS DE BIZERTE,2.0,2.0,2.0,2.0,2.0,2.0,1525,4,3050.0,-57.74504376096945
3828,2018-03-07,330090,ELBENE INDUSTRIE,3.58,0.0,0.0,3.48,0.0,0.0,0,0,,-36.48067594487658
3829,2018-03-07,320075,ICF,33.6,33.7,33.7,33.7,33.7,33.7,145,4,4886.5,81.27572775238346
3830,2018-03-07,672004,MODERN LEASING,3.8,3.8,3.82,3.82,3.7,3.82,462,4,1714.0,-190.99111705939808
3831,2018-03-07,250065,PLAC. TSIE-SICAF,41.03,0.0,0.0,41.03,0.0,0.0,0,0,,-7.745043760969406
3832,2018-03-07,667001,SIPHAT,5.31,0.0,0.0,5.31,0.0,0.0,0,0,,-7.745043760969406
3833,2018-03-07,140070,SPDIT - SICAF,9.03,9.03,9.03,9.03,9.03,9.03,631,5,5697.93,-7.745043760969406
3834,2018-03-07,664001,STEQ,5.11,0.0,0.0,5.11,0.0,0.0,0,0,,-7.745043760969406
3835,2018-03-07,410020,TUNINVEST-SICAR,5.6,5.5,5.5,5.5,5.5,5.5,2500,4,13750.0,-280.47231648824277
3836,2018-03-07,240050,UBCI,22.51,0.0,0.0,22.51,0.0,0.0,0,0,,-7.745043760969406
3837,2018-03-07,768001,ASS MULTI ITTIHAD,7.21,7.42,7.64,7.64,7.42,7.64,25697,63,191892.08,411.103123778298
3838,2018-03-07,430030,SITEX,5.78,5.61,5.61,5.61,5.61,5.61,25,1,140.25,-7.745043760969406
3839,2018-03-07,617001,STE TUN. DU SUCRE,7.25,0.0,0.0,7.25,0.0,0.0,0,0,,-7.745043760969406
3840,2018-03-07,150085,AMS,1.14,1.12,1.14,1.14,1.12,1.14,420,4,471.8,-270.9029384978101
3841,2018-03-07,740001,CARTHAGE CEMENT,2.45,2.45,2.44,2.44,2.41,2.49,27671,65,67515.79,-171.6794699904778
3842,2018-03-07,764001,CEREALIS,5.2,5.15,5.0,5.0,5.0,5.15,8403,38,42606.15,-27.745043760969423
3843,2018-03-07,749001,HEXABYTE,5.38,5.38,5.38,5.38,5.38,5.38,157,1,844.66,-7.745043760969406
3844,2018-03-07,751001,LAND OR,8.44,8.3,8.39,8.39,8.3,8.49,1664,18,14006.6,63.76866303283046
3845,2018-03-07,754001,NEW BODY LINE,4.58,4.57,4.84,4.84,4.57,4.85,5484,70,25861.36,591.4285099580385
3846,2018-03-07,770001,OFFICEPLAST,2.71,2.63,2.63,2.63,2.63,2.63,300,3,789.0,-45.76785744918155
3847,2018-03-07,734001,SERVICOM,1.46,1.45,1.48,1.48,1.41,1.48,26023,55,37779.76,-75.3126113285374
3848,2018-03-07,765001,TAWASOL GP HOLDING,0.32,0.31,0.32,0.32,0.31,0.32,26874,33,8373.59,-7.745043760969406
3849,2018-03-07,750001,AETECH,0.64,0.64,0.64,0.64,0.64,0.64,30,1,19.2,-7.745043760969406
3850,2018-03-07,766001,MAGHREB INTERN PUB,0.94,0.0,0.0,0.94,0.0,0.0,0,0,,-7.745043760969406
3851,2018-03-07,773001,SANIMED,3.11,3.2,3.2,3.2,3.2,3.2,100,1,320.0,-7.745043760969406
3852,2018-03-07,760001,SOTEMAIL,1.64,0.0,0.0,1.64,0.0,0.0,0,0,,-373.598702297554
3853,2018-03-07,503001,STIP,0.88,0.88,0.88,0.88,0.88,0.88,131,4,115.28,-7.745043760969406
3854,2018-03-08,725001,ADWYA,5.68,5.7,5.6,5.6,5.6,5.7,37430,69,209886.39,-18.773816705166535
3855,2018-03-08,340005,AMEN BANK,25.89,25.88,25.8,25.8,25.8,25.88,390,5,10082.92,12.233935232817128
3856,2018-03-08,730001,ARTES,7.3,7.27,7.3,7.3,7.18,7.3,6258,21,45161.6,-32.47244684215222
3857,2018-03-08,714001,ASSAD,9.0,0.0,0.0,9.0,0.0,0.0,0,0,,-7.6627055940559075
3858,2018-03-08,360035,ATB,4.18,4.18,4.19,4.19,4.18,4.19,4300,14,17999.0,5.092531743520201
3859,2018-03-08,774001,ATELIER MEUBLE INT,2.69,2.59,2.71,2.71,2.59,2.72,2627,16,6917.38,276.4291353243542
3860,2018-03-08,470010,ATL,3.1,3.1,3.1,3.1,3.1,3.15,7150,14,22212.5,-18.773816705166535
3861,2018-03-08,160015,ATTIJARI BANK,46.8,46.8,46.65,46.65,46.32,46.9,3657,53,170373.36,-93.80061198919654
3862,2018-03-08,661001,ATTIJARI LEASING,17.99,17.9,18.0,18.0,17.9,18.0,1839,8,33053.77,-18.773816705166535
3863,2018-03-08,190060,BH,20.66,20.5,20.4,20.4,20.38,20.66,5959,37,121822.34,-18.773816705166535
3864,2018-03-08,180045,BIAT,141.0,141.0,140.9,140.9,140.6,141.0,909,31,128135.0,-81.9391822126192
3865,2018-03-08,310060,BNA,13.3,13.28,13.3,13.3,13.17,13.3,22008,36,292196.84,-18.773816705166535
3866,2018-03-08,220005,BT,8.25,8.22,8.32,8.32,8.21,8.33,28497,44,236494.62,29.30310637175637
3867,2018-03-08,759001,CELLCOM,2.31,0.0,0.0,2.41,0.0,0.0,0,0,,-101.76136857238616
3868,2018-03-08,420085,CIL,16.95,16.95,17.0,17.0,16.95,17.0,6276,5,106691.5,-18.773816705166535
3869,2018-03-08,755001,CITY CARS,11.68,11.4,11.65,11.65,11.4,11.65,335,2,3869.0,-147.52918151203386
3870,2018-03-08,767001,DELICE HOLDING,17.9,18.39,18.39,18.39,18.39,18.5,620,10,11432.0,-67.71345781446448
3871,2018-03-08,665001,ELECTROSTAR,2.45,2.43,2.44,2.44,2.43,2.5,1124,15,2783.81,145.16060952434185
3872,2018-03-08,741001,ENNAKL AUTOMOBILES,10.5,10.5,10.45,10.45,10.32,10.5,7203,51,74782.59,-18.773816705166535
3873,2018-03-08,721001,ESSOUKNA,3.64,3.64,3.69,3.69,3.64,3.69,831,4,3027.39,8.32645429754475
3874,2018-03-08,757001,EURO-CYCLES,34.5,34.6,34.5,34.5,34.25,35.0,1513,29,52374.65,-18.773816705166535
3875,2018-03-08,713001,GIF-FILTER,1.52,1.51,1.52,1.52,1.5,1.52,1493,16,2250.85,-84.5632903893767
3876,2018-03-08,731013,HANNIBAL LEASE,7.97,7.97,7.97,7.97,7.97,7.97,529,4,4216.13,-18.773816705166535
3877,2018-03-08,644001,MAGASIN GENERAL,39.9,39.5,39.5,39.5,39.5,39.5,2516,8,99382.0,105.27681620622565
3878,2018-03-08,100010,MONOPRIX,12.6,12.34,12.5,12.5,12.3,12.57,2269,10,28145.84,-18.773816705166535
3879,2018-03-08,762001,MPBS,3.15,3.06,3.06,3.06,3.06,3.06,590,6,1805.4,13.905921856924852
3880,2018-03-08,753001,ONE TECH HOLDING,14.74,14.7,14.5,14.5,14.5,14.75,5176,38,75815.0,-18.773816705166535
3881,2018-03-08,570001,POULINA GP HOLDING,10.6,10.62,10.6,10.6,10.52,10.63,1303,14,13755.66,-18.773816705166535
3882,2018-03-08,761001,SAH,15.0,15.01,14.94,14.94,14.92,15.15,7274,53,109243.54,-5.386935848405994
3883,2018-03-08,110025,SFBT,22.36,23.28,22.37,22.37,22.36,23.29,127472,424,2941255.06,191.32899956662453
3884,2018-03-08,659001,SIAME,2.5,2.5,2.48,2.48,2.43,2.5,925,8,2256.0,61.871344585155974
3885,2018-03-08,400005,SIMPAR,39.0,0.0,0.0,39.0,0.0,0.0,0,0,,-18.773816705166535
3886,2018-03-08,718001,SITS,2.35,2.3,2.35,2.35,2.28,2.35,2060,5,4726.0,-18.773816705166535
3887,2018-03-08,678001,SOMOCER,1.21,1.21,1.21,1.21,1.2,1.21,14426,40,17318.5,-101.41844480433981
3888,2018-03-08,729001,SOPAT,0.69,0.7,0.7,0.7,0.68,0.7,3594,16,2453.36,-304.48810241945125
3889,2018-03-08,653001,SOTETEL,2.85,2.9,2.89,2.89,2.89,2.9,105,3,304.45,-330.19250182627525
3890,2018-03-08,763001,SOTIPAPIER,3.55,3.55,3.6,3.6,3.53,3.6,7366,18,26332.06,-74.3293722607219
3891,2018-03-08,666001,SOTRAPIL,12.71,12.7,12.9,12.9,12.7,12.99,570,7,7327.5,58.74556313979484
3892,2018-03-08,658001,SOTUMAG,2.07,2.08,2.06,2.06,2.01,2.09,16431,62,33150.91,-18.773816705166535
3893,2018-03-08,656001,SOTUVER,5.6,5.7,5.69,5.69,5.54,5.7,3432,20,19494.54,-282.3942033484006
3894,2018-03-08,606001,STAR,79.58,79.96,79.56,79.56,79.56,79.96,80,4,6391.8,-89.16094591582491
3895,2018-03-08,260095,STB,3.78,3.78,3.88,3.88,3.78,3.88,7559,30,29007.37,-173.41299196289904
3896,2018-03-08,744001,TELNET HOLDING,8.3,8.3,8.29,8.29,8.21,8.3,8476,44,70134.29,113.91617123210906
3897,2018-03-08,727001,TPR,3.9,3.9,3.9,3.9,3.9,3.9,64112,154,250036.8,6.867208935859015
3898,2018-03-08,738001,TUNIS RE,8.3,8.3,8.3,8.3,8.2,8.3,336,6,2786.3,-18.773816705166535
3899,2018-03-08,120040,TUNISAIR,0.45,0.45,0.45,0.45,0.44,0.45,20509,24,9098.85,-18.773816705166535
3900,2018-03-08,769001,UADH,2.27,2.27,2.27,2.27,2.27,2.27,8,1,18.16,-194.9852704496602
3901,2018-03-08,390010,UIB,26.41,26.5,26.3,26.3,26.01,26.5,3355,26,88602.7,-18.773816705166535
3902,2018-03-08,772001,UNIMED,10.04,10.02,10.0,10.0,9.8,10.02,2877,13,28652.35,-118.77381670516662
3903,2018-03-08,720001,WIFACK INT BANK,6.84,6.79,6.8,6.8,6.79,6.8,210,3,1426.01,-18.773816705166535
3904,2018-03-08,230035,AIR LIQUDE TSIE,81.5,0.0,0.0,81.5,0.0,0.0,0,0,,-201.59590259473669
3905,2018-03-08,380070,ALKIMIA,37.13,0.0,0.0,35.46,0.0,0.0,0,0,,-317.70218669952664
3906,2018-03-08,300045,ASTREE,33.6,0.0,0.0,33.6,0.0,0.0,0,0,,100.27380234245209
3907,2018-03-08,758001,BEST LEASE,1.77,0.0,0.0,1.77,0.0,0.0,0,0,,37.72335843607699
3908,2018-03-08,130055,BTE (ADP),16.82,17.2,16.84,16.84,16.83,17.2,143,5,2410.47,183.12642082452425
3909,2018-03-08,735001,CIMENTS DE BIZERTE,2.0,1.91,1.99,1.99,1.91,1.99,281,4,538.71,-18.773816705166535
3910,2018-03-08,330090,ELBENE INDUSTRIE,3.48,3.47,3.47,3.47,3.47,3.47,50,1,173.5,-18.773816705166535
3911,2018-03-08,320075,ICF,33.7,33.71,34.0,34.0,33.71,34.0,510,8,17331.3,-21.714993175754316
3912,2018-03-08,672004,MODERN LEASING,3.82,3.75,3.75,3.75,3.75,3.75,902,1,3382.5,-18.773816705166535
3913,2018-03-08,250065,PLAC. TSIE-SICAF,41.03,0.0,0.0,41.03,0.0,0.0,0,0,,-18.773816705166535
3914,2018-03-08,667001,SIPHAT,5.31,0.0,0.0,5.31,0.0,0.0,0,0,,-18.773816705166535
3915,2018-03-08,140070,SPDIT - SICAF,9.03,9.03,9.03,9.03,9.03,9.03,254,4,2293.62,-18.773816705166535
3916,2018-03-08,664001,STEQ,5.11,0.0,0.0,5.11,0.0,0.0,0,0,,-18.773816705166535
3917,2018-03-08,410020,TUNINVEST-SICAR,5.5,5.5,5.35,5.35,5.35,5.5,6240,10,33515.25,261.60001507053556
3918,2018-03-08,240050,UBCI,22.51,0.0,0.0,22.51,0.0,0.0,0,0,,-18.773816705166535
3919,2018-03-08,768001,ASS MULTI ITTIHAD,7.64,7.97,7.96,7.96,7.96,7.97,24280,48,193416.0,-383.0954247453677
3920,2018-03-08,430030,SITEX,5.61,0.0,0.0,5.61,0.0,0.0,0,0,,-18.773816705166535
3921,2018-03-08,617001,STE TUN. DU SUCRE,7.25,0.0,0.0,7.25,0.0,0.0,0,0,,-18.773816705166535
3922,2018-03-08,150085,AMS,1.14,1.14,1.11,1.11,1.11,1.14,421,7,469.71,-18.773816705166535
3923,2018-03-08,740001,CARTHAGE CEMENT,2.44,2.42,2.4,2.4,2.4,2.44,135733,165,326349.8,-102.10715003849957
3924,2018-03-08,764001,CEREALIS,5.0,4.85,4.99,4.99,4.85,4.99,8978,23,44369.56,382.0277865012467
3925,2018-03-08,749001,HEXABYTE,5.38,5.38,5.38,5.38,5.38,5.38,120,1,645.6,-18.773816705166535
3926,2018-03-08,751001,LAND OR,8.39,8.45,8.45,8.45,8.44,8.45,920,6,7772.93,-77.94541433830182
3927,2018-03-08,754001,NEW BODY LINE,4.84,5.05,5.13,5.13,5.04,5.13,11012,61,55853.27,468.55561799268975
3928,2018-03-08,770001,OFFICEPLAST,2.63,2.63,2.62,2.62,2.56,2.63,2668,21,6893.98,-56.94175563646486
3929,2018-03-08,734001,SERVICOM,1.48,1.44,1.47,1.47,1.43,1.48,9609,32,13941.36,-86.80102758952034
3930,2018-03-08,765001,TAWASOL GP HOLDING,0.32,0.31,0.32,0.32,0.31,0.32,11656,23,3676.62,-18.773816705166535
3931,2018-03-08,750001,AETECH,0.64,0.0,0.0,0.64,0.0,0.0,0,0,,-18.773816705166535
3932,2018-03-08,766001,MAGHREB INTERN PUB,0.94,0.0,0.0,0.94,0.0,0.0,0,0,,-18.773816705166535
3933,2018-03-08,773001,SANIMED,3.2,0.0,0.0,3.2,0.0,0.0,0,0,,-18.773816705166535
3934,2018-03-08,760001,SOTEMAIL,1.64,1.59,1.58,1.58,1.58,1.59,206,3,325.54,44.51732253534013
3935,2018-03-08,503001,STIP,0.88,0.0,0.0,0.88,0.0,0.0,0,0,,322.1352742039252
3936,2018-03-09,725001,ADWYA,5.6,5.6,5.6,5.6,5.56,5.6,5817,25,32533.65,99.18370913405971
3937,2018-03-09,340005,AMEN BANK,25.8,25.85,25.88,25.88,25.7,25.88,707,9,18277.26,125.81762390552976
3938,2018-03-09,730001,ARTES,7.3,7.3,7.29,7.29,7.19,7.3,2111,18,15226.04,-86.1239530254565
3939,2018-03-09,714001,ASSAD,9.0,9.0,9.01,9.01,8.99,9.24,14706,39,133525.12,220.77479839995306
3940,2018-03-09,360035,ATB,4.19,4.18,4.2,4.2,4.18,4.2,10150,13,42498.5,9.897994848343528
3941,2018-03-09,774001,ATELIER MEUBLE INT,2.71,2.71,2.79,2.79,2.71,2.79,25112,46,69320.98,224.95175828920355
3942,2018-03-09,470010,ATL,3.1,3.15,3.1,3.1,3.1,3.15,11755,16,36459.0,9.897994848343528
3943,2018-03-09,160015,ATTIJARI BANK,46.65,46.65,46.3,46.3,46.2,46.65,4097,44,189659.86,-11.700277289884431
3944,2018-03-09,661001,ATTIJARI LEASING,18.0,18.0,18.0,18.0,18.0,18.0,1300,4,23400.0,104.34243929278941
3945,2018-03-09,190060,BH,20.4,20.65,20.4,20.4,20.2,20.65,122508,61,2463777.52,58.91760269148061
3946,2018-03-09,180045,BIAT,140.9,141.0,140.01,140.01,140.0,141.0,10539,26,1485525.14,16.326107126037883
3947,2018-03-09,310060,BNA,13.3,13.27,13.3,13.3,13.27,13.3,10840,25,144117.2,-35.21478710654446
3948,2018-03-09,220005,BT,8.32,8.32,8.36,8.36,8.32,8.45,43299,77,362263.83,57.744884800498
3949,2018-03-09,759001,CELLCOM,2.41,2.51,2.39,2.39,2.31,2.51,20892,48,51600.06,219.1030157688456
3950,2018-03-09,420085,CIL,17.0,17.0,17.0,17.0,17.0,17.0,3269,3,55573.0,180.48623014246147
3951,2018-03-09,755001,CITY CARS,11.65,11.5,11.5,11.5,11.5,11.5,1000,3,11500.0,9.897994848343528
3952,2018-03-09,767001,DELICE HOLDING,18.39,18.38,18.3,18.3,18.3,18.38,706,8,12968.28,4.4335139740259155
3953,2018-03-09,665001,ELECTROSTAR,2.44,2.48,2.48,2.48,2.44,2.48,868,8,2120.26,9.897994848343528
3954,2018-03-09,741001,ENNAKL AUTOMOBILES,10.45,10.5,10.45,10.45,10.45,10.5,726,8,7594.2,-95.36516304639252
3955,2018-03-09,721001,ESSOUKNA,3.69,3.64,3.7,3.7,3.64,3.7,8877,18,32473.88,9.897994848343528
3956,2018-03-09,757001,EURO-CYCLES,34.5,34.4,34.5,34.5,34.25,35.1,3902,53,135834.92,9.897994848343528
3957,2018-03-09,713001,GIF-FILTER,1.52,1.5,1.51,1.51,1.5,1.53,7224,18,10964.73,76.12316041125777
3958,2018-03-09,731013,HANNIBAL LEASE,7.97,0.0,0.0,7.97,0.0,0.0,0,0,,47.539149177077135
3959,2018-03-09,644001,MAGASIN GENERAL,39.5,39.5,39.99,39.99,39.5,39.99,5807,20,229477.68,9.897994848343528
3960,2018-03-09,100010,MONOPRIX,12.5,12.57,12.5,12.5,12.5,12.57,705,4,8851.15,1.8979948483432985
3961,2018-03-09,762001,MPBS,3.06,3.15,3.07,3.07,3.07,3.15,2620,14,8082.9,75.04457465290382
3962,2018-03-09,753001,ONE TECH HOLDING,14.5,14.6,14.5,14.5,14.3,14.6,9716,52,140152.99,9.897994848343528
3963,2018-03-09,570001,POULINA GP HOLDING,10.6,10.6,10.6,10.6,10.6,10.6,514,6,5448.4,9.897994848343528
3964,2018-03-09,761001,SAH,14.94,15.13,14.96,14.96,14.82,15.13,7926,56,118793.24,9.897994848343528
3965,2018-03-09,110025,SFBT,22.37,22.86,22.84,22.84,22.18,22.87,38134,180,856145.55,-95.18081425848646
3966,2018-03-09,659001,SIAME,2.48,2.48,2.5,2.5,2.48,2.5,485,4,1205.0,9.897994848343528
3967,2018-03-09,400005,SIMPAR,39.0,0.0,0.0,39.0,0.0,0.0,0,0,,-41.38405643370868
3968,2018-03-09,718001,SITS,2.35,2.3,2.35,2.35,2.3,2.35,5050,8,11617.5,222.66395229515123
3969,2018-03-09,678001,SOMOCER,1.21,1.22,1.2,1.2,1.2,1.22,22642,44,27209.98,9.897994848343528
3970,2018-03-09,729001,SOPAT,0.7,0.7,0.68,0.68,0.68,0.7,3760,11,2566.76,-137.16082868106884
3971,2018-03-09,653001,SOTETEL,2.89,2.77,2.8,2.8,2.76,2.8,7515,24,20763.24,152.75513770548588
3972,2018-03-09,763001,SOTIPAPIER,3.6,3.5,3.58,3.58,3.5,3.58,3905,8,13670.3,-213.56569230249423
3973,2018-03-09,666001,SOTRAPIL,12.9,12.89,13.0,13.0,12.89,13.0,1399,19,18150.54,-143.94815899780977
3974,2018-03-09,658001,SOTUMAG,2.06,2.06,2.06,2.06,2.0,2.07,34728,49,70211.16,-38.64569447204591
3975,2018-03-09,656001,SOTUVER,5.69,5.69,5.54,5.54,5.54,5.69,5375,9,29848.73,27.948536364589273
3976,2018-03-09,606001,STAR,79.56,79.56,79.0,79.0,79.0,79.6,375,13,29744.2,183.31571636733045
3977,2018-03-09,260095,STB,3.88,3.85,3.82,3.82,3.82,3.85,2600,3,9964.0,-42.45802609406435
3978,2018-03-09,744001,TELNET HOLDING,8.29,8.3,8.4,8.4,8.3,8.42,17648,84,147759.7,-37.72105277070503
3979,2018-03-09,727001,TPR,3.9,3.92,3.91,3.91,3.91,3.96,31827,54,125487.09,-15.677452721989393
3980,2018-03-09,738001,TUNIS RE,8.3,8.3,8.3,8.3,8.2,8.3,2405,17,19915.4,-26.2465834649106
3981,2018-03-09,120040,TUNISAIR,0.45,0.45,0.45,0.45,0.44,0.45,25628,21,11440.54,9.897994848343528
3982,2018-03-09,769001,UADH,2.27,2.18,2.23,2.23,2.18,2.23,391,4,852.43,-214.3172517884273
3983,2018-03-09,390010,UIB,26.3,26.49,26.3,26.3,26.02,26.49,2720,24,71517.75,9.897994848343528
3984,2018-03-09,772001,UNIMED,10.0,9.85,9.9,9.9,9.85,9.9,4576,22,45074.6,-192.1222071718598
3985,2018-03-09,720001,WIFACK INT BANK,6.8,6.79,6.8,6.8,6.79,6.8,473,4,3211.75,-4.807887504597597
3986,2018-03-09,230035,AIR LIQUDE TSIE,81.5,80.01,80.01,80.01,80.01,80.01,241,7,19282.41,8.648151078813893
3987,2018-03-09,380070,ALKIMIA,35.46,34.4,34.4,34.4,34.4,34.4,299,2,10285.6,9.897994848343528
3988,2018-03-09,300045,ASTREE,33.6,34.0,34.0,34.0,34.0,34.0,135,6,4590.0,9.897994848343528
3989,2018-03-09,758001,BEST LEASE,1.77,1.78,1.78,1.78,1.78,1.78,11200,2,19936.0,9.897994848343528
3990,2018-03-09,130055,BTE (ADP),16.84,16.84,17.18,17.18,16.83,17.18,251,12,4228.18,9.897994848343528
3991,2018-03-09,735001,CIMENTS DE BIZERTE,1.99,1.99,1.99,1.99,1.99,1.99,3565,7,7094.35,9.897994848343528
3992,2018-03-09,330090,ELBENE INDUSTRIE,3.47,0.0,0.0,3.47,0.0,0.0,0,0,,9.897994848343528
3993,2018-03-09,320075,ICF,34.0,33.99,33.99,33.99,33.99,33.99,41,2,1393.59,9.897994848343528
3994,2018-03-09,672004,MODERN LEASING,3.75,3.75,3.75,3.75,3.75,3.75,756,5,2835.0,9.897994848343528
3995,2018-03-09,250065,PLAC. TSIE-SICAF,41.03,0.0,0.0,41.03,0.0,0.0,0,0,,9.897994848343528
3996,2018-03-09,667001,SIPHAT,5.31,5.31,5.31,5.31,5.31,5.31,10,2,53.1,9.897994848343528
3997,2018-03-09,140070,SPDIT - SICAF,9.03,0.0,0.0,9.03,0.0,0.0,0,0,,9.897994848343528
3998,2018-03-09,664001,STEQ,5.11,0.0,0.0,5.11,0.0,0.0,0,0,,9.897994848343528
3999,2018-03-09,410020,TUNINVEST-SICAR,5.35,5.5,5.5,5.5,5.5,5.5,9580,10,52690.0,300.8070857574341
4000,2018-03-09,240050,UBCI,22.51,0.0,0.0,22.51,0.0,0.0,0,0,,9.897994848343528
4001,2018-03-09,768001,ASS MULTI ITTIHAD,7.96,7.9,7.88,7.67,7.88,7.9,17612,57,139002.26,75.08704308823889
4002,2018-03-09,430030,SITEX,5.61,0.0,0.0,5.61,0.0,0.0,0,0,,9.897994848343528
4003,2018-03-09,617001,STE TUN. DU SUCRE,7.25,0.0,0.0,7.25,0.0,0.0,0,0,,9.897994848343528
4004,2018-03-09,150085,AMS,1.11,1.09,1.11,1.11,1.06,1.11,5093,21,5486.81,-260.3722754219273
4005,2018-03-09,740001,CARTHAGE CEMENT,2.4,2.41,2.38,2.38,2.38,2.46,226754,304,546347.47,9.897994848343528
4006,2018-03-09,764001,CEREALIS,4.99,5.13,5.19,5.19,5.1,5.2,16980,41,87271.67,-163.5124097759355
4007,2018-03-09,749001,HEXABYTE,5.38,5.38,5.38,5.38,5.38,5.38,154,2,828.52,9.897994848343528
4008,2018-03-09,751001,LAND OR,8.45,8.45,8.4,8.4,8.31,8.47,4659,24,39311.09,283.7075186578686
4009,2018-03-09,754001,NEW BODY LINE,5.13,5.2,5.38,5.38,5.2,5.44,15729,58,84489.75,84.24743722752592
4010,2018-03-09,770001,OFFICEPLAST,2.62,2.61,2.61,2.61,2.55,2.61,525,8,1362.85,-28.416181396866413
4011,2018-03-09,734001,SERVICOM,1.47,1.47,1.46,1.46,1.43,1.47,22670,64,32710.27,557.8432003277956
4012,2018-03-09,765001,TAWASOL GP HOLDING,0.32,0.32,0.32,0.32,0.32,0.32,25,1,8.0,9.897994848343528
4013,2018-03-09,750001,AETECH,0.64,0.64,0.64,0.64,0.64,0.64,15,1,9.6,9.897994848343528
4014,2018-03-09,766001,MAGHREB INTERN PUB,0.94,0.0,0.0,0.94,0.0,0.0,0,0,,9.897994848343528
4015,2018-03-09,773001,SANIMED,3.2,0.0,0.0,3.2,0.0,0.0,0,0,,9.897994848343528
4016,2018-03-09,760001,SOTEMAIL,1.58,1.55,1.59,1.59,1.55,1.59,108,3,167.8,-241.6743321956816
4017,2018-03-09,503001,STIP,0.88,0.0,0.0,0.91,0.0,0.0,0,0,,449.4584344087815
4018,2018-03-12,725001,ADWYA,5.6,5.6,5.65,5.65,5.57,5.65,14318,53,80199.4,-39.5430063268809
4019,2018-03-12,340005,AMEN BANK,25.88,25.87,26.18,26.18,25.7,26.19,7983,42,207315.14,78.86799443705961
4020,2018-03-12,730001,ARTES,7.29,7.21,7.22,7.22,7.21,7.3,14431,38,104342.45,57.409902260376896
4021,2018-03-12,714001,ASSAD,9.01,9.01,9.2,9.2,9.0,9.23,13608,23,124771.65,-39.5430063268809
4022,2018-03-12,360035,ATB,4.2,4.19,4.2,4.2,4.19,4.2,9269,21,38918.8,-39.5430063268809
4023,2018-03-12,774001,ATELIER MEUBLE INT,2.79,2.71,2.85,2.85,2.71,2.85,4335,15,12145.04,206.07102876083695
4024,2018-03-12,470010,ATL,3.1,3.1,3.1,3.1,3.09,3.1,13153,15,40745.97,-39.5430063268809
4025,2018-03-12,160015,ATTIJARI BANK,46.3,46.3,46.2,46.2,46.2,46.3,14750,80,682309.42,3.7470369631620315
4026,2018-03-12,661001,ATTIJARI LEASING,18.0,17.99,18.17,18.17,17.99,18.17,3040,8,54721.4,-39.5430063268809
4027,2018-03-12,190060,BH,20.4,20.5,20.5,20.5,20.5,20.65,1479,19,30335.55,253.13992050238764
4028,2018-03-12,180045,BIAT,140.01,140.0,140.1,140.1,140.0,140.11,1499,29,209951.75,31.834581110663507
4029,2018-03-12,310060,BNA,13.3,13.25,13.24,13.24,13.1,13.25,15611,8,206694.75,-31.990136236246247
4030,2018-03-12,220005,BT,8.36,8.36,8.4,8.4,8.36,8.4,25284,59,211506.28,-39.5430063268809
4031,2018-03-12,759001,CELLCOM,2.39,2.46,2.44,2.44,2.4,2.53,7164,37,17519.8,-285.44464567114346
